date,date_key,year,quarter,month,month_name,month_short,day_of_month,fiscal_year,fiscal_quarter,fiscal_period_label,is_within_next_12_months,is_past
2023-03-30,20230330,2023,1,3,March,Mar,30,2023,2,FY2023 Q2,False,True
2023-03-31,20230331,2023,1,3,March,Mar,31,2023,2,FY2023 Q2,False,True
2023-04-01,20230401,2023,2,4,April,Apr,1,2023,3,FY2023 Q3,False,True
2023-04-02,20230402,2023,2,4,April,Apr,2,2023,3,FY2023 Q3,False,True
2023-04-03,20230403,2023,2,4,April,Apr,3,2023,3,FY2023 Q3,False,True
2023-04-04,20230404,2023,2,4,April,Apr,4,2023,3,FY2023 Q3,False,True
2023-04-05,20230405,2023,2,4,April,Apr,5,2023,3,FY2023 Q3,False,True
2023-04-06,20230406,2023,2,4,April,Apr,6,2023,3,FY2023 Q3,False,True
2023-04-07,20230407,2023,2,4,April,Apr,7,2023,3,FY2023 Q3,False,True
2023-04-08,20230408,2023,2,4,April,Apr,8,2023,3,FY2023 Q3,False,True
2023-04-09,20230409,2023,2,4,April,Apr,9,2023,3,FY2023 Q3,False,True
2023-04-10,20230410,2023,2,4,April,Apr,10,2023,3,FY2023 Q3,False,True
2023-04-11,20230411,2023,2,4,April,Apr,11,2023,3,FY2023 Q3,False,True
2023-04-12,20230412,2023,2,4,April,Apr,12,2023,3,FY2023 Q3,False,True
2023-04-13,20230413,2023,2,4,April,Apr,13,2023,3,FY2023 Q3,False,True
2023-04-14,20230414,2023,2,4,April,Apr,14,2023,3,FY2023 Q3,False,True
2023-04-15,20230415,2023,2,4,April,Apr,15,2023,3,FY2023 Q3,False,True
2023-04-16,20230416,2023,2,4,April,Apr,16,2023,3,FY2023 Q3,False,True
2023-04-17,20230417,2023,2,4,April,Apr,17,2023,3,FY2023 Q3,False,True
2023-04-18,20230418,2023,2,4,April,Apr,18,2023,3,FY2023 Q3,False,True
2023-04-19,20230419,2023,2,4,April,Apr,19,2023,3,FY2023 Q3,False,True
2023-04-20,20230420,2023,2,4,April,Apr,20,2023,3,FY2023 Q3,False,True
2023-04-21,20230421,2023,2,4,April,Apr,21,2023,3,FY2023 Q3,False,True
2023-04-22,20230422,2023,2,4,April,Apr,22,2023,3,FY2023 Q3,False,True
2023-04-23,20230423,2023,2,4,April,Apr,23,2023,3,FY2023 Q3,False,True
2023-04-24,20230424,2023,2,4,April,Apr,24,2023,3,FY2023 Q3,False,True
2023-04-25,20230425,2023,2,4,April,Apr,25,2023,3,FY2023 Q3,False,True
2023-04-26,20230426,2023,2,4,April,Apr,26,2023,3,FY2023 Q3,False,True
2023-04-27,20230427,2023,2,4,April,Apr,27,2023,3,FY2023 Q3,False,True
2023-04-28,20230428,2023,2,4,April,Apr,28,2023,3,FY2023 Q3,False,True
2023-04-29,20230429,2023,2,4,April,Apr,29,2023,3,FY2023 Q3,False,True
2023-04-30,20230430,2023,2,4,April,Apr,30,2023,3,FY2023 Q3,False,True
2023-05-01,20230501,2023,2,5,May,May,1,2023,3,FY2023 Q3,False,True
2023-05-02,20230502,2023,2,5,May,May,2,2023,3,FY2023 Q3,False,True
2023-05-03,20230503,2023,2,5,May,May,3,2023,3,FY2023 Q3,False,True
2023-05-04,20230504,2023,2,5,May,May,4,2023,3,FY2023 Q3,False,True
2023-05-05,20230505,2023,2,5,May,May,5,2023,3,FY2023 Q3,False,True
2023-05-06,20230506,2023,2,5,May,May,6,2023,3,FY2023 Q3,False,True
2023-05-07,20230507,2023,2,5,May,May,7,2023,3,FY2023 Q3,False,True
2023-05-08,20230508,2023,2,5,May,May,8,2023,3,FY2023 Q3,False,True
2023-05-09,20230509,2023,2,5,May,May,9,2023,3,FY2023 Q3,False,True
2023-05-10,20230510,2023,2,5,May,May,10,2023,3,FY2023 Q3,False,True
2023-05-11,20230511,2023,2,5,May,May,11,2023,3,FY2023 Q3,False,True
2023-05-12,20230512,2023,2,5,May,May,12,2023,3,FY2023 Q3,False,True
2023-05-13,20230513,2023,2,5,May,May,13,2023,3,FY2023 Q3,False,True
2023-05-14,20230514,2023,2,5,May,May,14,2023,3,FY2023 Q3,False,True
2023-05-15,20230515,2023,2,5,May,May,15,2023,3,FY2023 Q3,False,True
2023-05-16,20230516,2023,2,5,May,May,16,2023,3,FY2023 Q3,False,True
2023-05-17,20230517,2023,2,5,May,May,17,2023,3,FY2023 Q3,False,True
2023-05-18,20230518,2023,2,5,May,May,18,2023,3,FY2023 Q3,False,True
2023-05-19,20230519,2023,2,5,May,May,19,2023,3,FY2023 Q3,False,True
2023-05-20,20230520,2023,2,5,May,May,20,2023,3,FY2023 Q3,False,True
2023-05-21,20230521,2023,2,5,May,May,21,2023,3,FY2023 Q3,False,True
2023-05-22,20230522,2023,2,5,May,May,22,2023,3,FY2023 Q3,False,True
2023-05-23,20230523,2023,2,5,May,May,23,2023,3,FY2023 Q3,False,True
2023-05-24,20230524,2023,2,5,May,May,24,2023,3,FY2023 Q3,False,True
2023-05-25,20230525,2023,2,5,May,May,25,2023,3,FY2023 Q3,False,True
2023-05-26,20230526,2023,2,5,May,May,26,2023,3,FY2023 Q3,False,True
2023-05-27,20230527,2023,2,5,May,May,27,2023,3,FY2023 Q3,False,True
2023-05-28,20230528,2023,2,5,May,May,28,2023,3,FY2023 Q3,False,True
2023-05-29,20230529,2023,2,5,May,May,29,2023,3,FY2023 Q3,False,True
2023-05-30,20230530,2023,2,5,May,May,30,2023,3,FY2023 Q3,False,True
2023-05-31,20230531,2023,2,5,May,May,31,2023,3,FY2023 Q3,False,True
2023-06-01,20230601,2023,2,6,June,Jun,1,2023,3,FY2023 Q3,False,True
2023-06-02,20230602,2023,2,6,June,Jun,2,2023,3,FY2023 Q3,False,True
2023-06-03,20230603,2023,2,6,June,Jun,3,2023,3,FY2023 Q3,False,True
2023-06-04,20230604,2023,2,6,June,Jun,4,2023,3,FY2023 Q3,False,True
2023-06-05,20230605,2023,2,6,June,Jun,5,2023,3,FY2023 Q3,False,True
2023-06-06,20230606,2023,2,6,June,Jun,6,2023,3,FY2023 Q3,False,True
2023-06-07,20230607,2023,2,6,June,Jun,7,2023,3,FY2023 Q3,False,True
2023-06-08,20230608,2023,2,6,June,Jun,8,2023,3,FY2023 Q3,False,True
2023-06-09,20230609,2023,2,6,June,Jun,9,2023,3,FY2023 Q3,False,True
2023-06-10,20230610,2023,2,6,June,Jun,10,2023,3,FY2023 Q3,False,True
2023-06-11,20230611,2023,2,6,June,Jun,11,2023,3,FY2023 Q3,False,True
2023-06-12,20230612,2023,2,6,June,Jun,12,2023,3,FY2023 Q3,False,True
2023-06-13,20230613,2023,2,6,June,Jun,13,2023,3,FY2023 Q3,False,True
2023-06-14,20230614,2023,2,6,June,Jun,14,2023,3,FY2023 Q3,False,True
2023-06-15,20230615,2023,2,6,June,Jun,15,2023,3,FY2023 Q3,False,True
2023-06-16,20230616,2023,2,6,June,Jun,16,2023,3,FY2023 Q3,False,True
2023-06-17,20230617,2023,2,6,June,Jun,17,2023,3,FY2023 Q3,False,True
2023-06-18,20230618,2023,2,6,June,Jun,18,2023,3,FY2023 Q3,False,True
2023-06-19,20230619,2023,2,6,June,Jun,19,2023,3,FY2023 Q3,False,True
2023-06-20,20230620,2023,2,6,June,Jun,20,2023,3,FY2023 Q3,False,True
2023-06-21,20230621,2023,2,6,June,Jun,21,2023,3,FY2023 Q3,False,True
2023-06-22,20230622,2023,2,6,June,Jun,22,2023,3,FY2023 Q3,False,True
2023-06-23,20230623,2023,2,6,June,Jun,23,2023,3,FY2023 Q3,False,True
2023-06-24,20230624,2023,2,6,June,Jun,24,2023,3,FY2023 Q3,False,True
2023-06-25,20230625,2023,2,6,June,Jun,25,2023,3,FY2023 Q3,False,True
2023-06-26,20230626,2023,2,6,June,Jun,26,2023,3,FY2023 Q3,False,True
2023-06-27,20230627,2023,2,6,June,Jun,27,2023,3,FY2023 Q3,False,True
2023-06-28,20230628,2023,2,6,June,Jun,28,2023,3,FY2023 Q3,False,True
2023-06-29,20230629,2023,2,6,June,Jun,29,2023,3,FY2023 Q3,False,True
2023-06-30,20230630,2023,2,6,June,Jun,30,2023,3,FY2023 Q3,False,True
2023-07-01,20230701,2023,3,7,July,Jul,1,2023,4,FY2023 Q4,False,True
2023-07-02,20230702,2023,3,7,July,Jul,2,2023,4,FY2023 Q4,False,True
2023-07-03,20230703,2023,3,7,July,Jul,3,2023,4,FY2023 Q4,False,True
2023-07-04,20230704,2023,3,7,July,Jul,4,2023,4,FY2023 Q4,False,True
2023-07-05,20230705,2023,3,7,July,Jul,5,2023,4,FY2023 Q4,False,True
2023-07-06,20230706,2023,3,7,July,Jul,6,2023,4,FY2023 Q4,False,True
2023-07-07,20230707,2023,3,7,July,Jul,7,2023,4,FY2023 Q4,False,True
2023-07-08,20230708,2023,3,7,July,Jul,8,2023,4,FY2023 Q4,False,True
2023-07-09,20230709,2023,3,7,July,Jul,9,2023,4,FY2023 Q4,False,True
2023-07-10,20230710,2023,3,7,July,Jul,10,2023,4,FY2023 Q4,False,True
2023-07-11,20230711,2023,3,7,July,Jul,11,2023,4,FY2023 Q4,False,True
2023-07-12,20230712,2023,3,7,July,Jul,12,2023,4,FY2023 Q4,False,True
2023-07-13,20230713,2023,3,7,July,Jul,13,2023,4,FY2023 Q4,False,True
2023-07-14,20230714,2023,3,7,July,Jul,14,2023,4,FY2023 Q4,False,True
2023-07-15,20230715,2023,3,7,July,Jul,15,2023,4,FY2023 Q4,False,True
2023-07-16,20230716,2023,3,7,July,Jul,16,2023,4,FY2023 Q4,False,True
2023-07-17,20230717,2023,3,7,July,Jul,17,2023,4,FY2023 Q4,False,True
2023-07-18,20230718,2023,3,7,July,Jul,18,2023,4,FY2023 Q4,False,True
2023-07-19,20230719,2023,3,7,July,Jul,19,2023,4,FY2023 Q4,False,True
2023-07-20,20230720,2023,3,7,July,Jul,20,2023,4,FY2023 Q4,False,True
2023-07-21,20230721,2023,3,7,July,Jul,21,2023,4,FY2023 Q4,False,True
2023-07-22,20230722,2023,3,7,July,Jul,22,2023,4,FY2023 Q4,False,True
2023-07-23,20230723,2023,3,7,July,Jul,23,2023,4,FY2023 Q4,False,True
2023-07-24,20230724,2023,3,7,July,Jul,24,2023,4,FY2023 Q4,False,True
2023-07-25,20230725,2023,3,7,July,Jul,25,2023,4,FY2023 Q4,False,True
2023-07-26,20230726,2023,3,7,July,Jul,26,2023,4,FY2023 Q4,False,True
2023-07-27,20230727,2023,3,7,July,Jul,27,2023,4,FY2023 Q4,False,True
2023-07-28,20230728,2023,3,7,July,Jul,28,2023,4,FY2023 Q4,False,True
2023-07-29,20230729,2023,3,7,July,Jul,29,2023,4,FY2023 Q4,False,True
2023-07-30,20230730,2023,3,7,July,Jul,30,2023,4,FY2023 Q4,False,True
2023-07-31,20230731,2023,3,7,July,Jul,31,2023,4,FY2023 Q4,False,True
2023-08-01,20230801,2023,3,8,August,Aug,1,2023,4,FY2023 Q4,False,True
2023-08-02,20230802,2023,3,8,August,Aug,2,2023,4,FY2023 Q4,False,True
2023-08-03,20230803,2023,3,8,August,Aug,3,2023,4,FY2023 Q4,False,True
2023-08-04,20230804,2023,3,8,August,Aug,4,2023,4,FY2023 Q4,False,True
2023-08-05,20230805,2023,3,8,August,Aug,5,2023,4,FY2023 Q4,False,True
2023-08-06,20230806,2023,3,8,August,Aug,6,2023,4,FY2023 Q4,False,True
2023-08-07,20230807,2023,3,8,August,Aug,7,2023,4,FY2023 Q4,False,True
2023-08-08,20230808,2023,3,8,August,Aug,8,2023,4,FY2023 Q4,False,True
2023-08-09,20230809,2023,3,8,August,Aug,9,2023,4,FY2023 Q4,False,True
2023-08-10,20230810,2023,3,8,August,Aug,10,2023,4,FY2023 Q4,False,True
2023-08-11,20230811,2023,3,8,August,Aug,11,2023,4,FY2023 Q4,False,True
2023-08-12,20230812,2023,3,8,August,Aug,12,2023,4,FY2023 Q4,False,True
2023-08-13,20230813,2023,3,8,August,Aug,13,2023,4,FY2023 Q4,False,True
2023-08-14,20230814,2023,3,8,August,Aug,14,2023,4,FY2023 Q4,False,True
2023-08-15,20230815,2023,3,8,August,Aug,15,2023,4,FY2023 Q4,False,True
2023-08-16,20230816,2023,3,8,August,Aug,16,2023,4,FY2023 Q4,False,True
2023-08-17,20230817,2023,3,8,August,Aug,17,2023,4,FY2023 Q4,False,True
2023-08-18,20230818,2023,3,8,August,Aug,18,2023,4,FY2023 Q4,False,True
2023-08-19,20230819,2023,3,8,August,Aug,19,2023,4,FY2023 Q4,False,True
2023-08-20,20230820,2023,3,8,August,Aug,20,2023,4,FY2023 Q4,False,True
2023-08-21,20230821,2023,3,8,August,Aug,21,2023,4,FY2023 Q4,False,True
2023-08-22,20230822,2023,3,8,August,Aug,22,2023,4,FY2023 Q4,False,True
2023-08-23,20230823,2023,3,8,August,Aug,23,2023,4,FY2023 Q4,False,True
2023-08-24,20230824,2023,3,8,August,Aug,24,2023,4,FY2023 Q4,False,True
2023-08-25,20230825,2023,3,8,August,Aug,25,2023,4,FY2023 Q4,False,True
2023-08-26,20230826,2023,3,8,August,Aug,26,2023,4,FY2023 Q4,False,True
2023-08-27,20230827,2023,3,8,August,Aug,27,2023,4,FY2023 Q4,False,True
2023-08-28,20230828,2023,3,8,August,Aug,28,2023,4,FY2023 Q4,False,True
2023-08-29,20230829,2023,3,8,August,Aug,29,2023,4,FY2023 Q4,False,True
2023-08-30,20230830,2023,3,8,August,Aug,30,2023,4,FY2023 Q4,False,True
2023-08-31,20230831,2023,3,8,August,Aug,31,2023,4,FY2023 Q4,False,True
2023-09-01,20230901,2023,3,9,September,Sep,1,2023,4,FY2023 Q4,False,True
2023-09-02,20230902,2023,3,9,September,Sep,2,2023,4,FY2023 Q4,False,True
2023-09-03,20230903,2023,3,9,September,Sep,3,2023,4,FY2023 Q4,False,True
2023-09-04,20230904,2023,3,9,September,Sep,4,2023,4,FY2023 Q4,False,True
2023-09-05,20230905,2023,3,9,September,Sep,5,2023,4,FY2023 Q4,False,True
2023-09-06,20230906,2023,3,9,September,Sep,6,2023,4,FY2023 Q4,False,True
2023-09-07,20230907,2023,3,9,September,Sep,7,2023,4,FY2023 Q4,False,True
2023-09-08,20230908,2023,3,9,September,Sep,8,2023,4,FY2023 Q4,False,True
2023-09-09,20230909,2023,3,9,September,Sep,9,2023,4,FY2023 Q4,False,True
2023-09-10,20230910,2023,3,9,September,Sep,10,2023,4,FY2023 Q4,False,True
2023-09-11,20230911,2023,3,9,September,Sep,11,2023,4,FY2023 Q4,False,True
2023-09-12,20230912,2023,3,9,September,Sep,12,2023,4,FY2023 Q4,False,True
2023-09-13,20230913,2023,3,9,September,Sep,13,2023,4,FY2023 Q4,False,True
2023-09-14,20230914,2023,3,9,September,Sep,14,2023,4,FY2023 Q4,False,True
2023-09-15,20230915,2023,3,9,September,Sep,15,2023,4,FY2023 Q4,False,True
2023-09-16,20230916,2023,3,9,September,Sep,16,2023,4,FY2023 Q4,False,True
2023-09-17,20230917,2023,3,9,September,Sep,17,2023,4,FY2023 Q4,False,True
2023-09-18,20230918,2023,3,9,September,Sep,18,2023,4,FY2023 Q4,False,True
2023-09-19,20230919,2023,3,9,September,Sep,19,2023,4,FY2023 Q4,False,True
2023-09-20,20230920,2023,3,9,September,Sep,20,2023,4,FY2023 Q4,False,True
2023-09-21,20230921,2023,3,9,September,Sep,21,2023,4,FY2023 Q4,False,True
2023-09-22,20230922,2023,3,9,September,Sep,22,2023,4,FY2023 Q4,False,True
2023-09-23,20230923,2023,3,9,September,Sep,23,2023,4,FY2023 Q4,False,True
2023-09-24,20230924,2023,3,9,September,Sep,24,2023,4,FY2023 Q4,False,True
2023-09-25,20230925,2023,3,9,September,Sep,25,2023,4,FY2023 Q4,False,True
2023-09-26,20230926,2023,3,9,September,Sep,26,2023,4,FY2023 Q4,False,True
2023-09-27,20230927,2023,3,9,September,Sep,27,2023,4,FY2023 Q4,False,True
2023-09-28,20230928,2023,3,9,September,Sep,28,2023,4,FY2023 Q4,False,True
2023-09-29,20230929,2023,3,9,September,Sep,29,2023,4,FY2023 Q4,False,True
2023-09-30,20230930,2023,3,9,September,Sep,30,2023,4,FY2023 Q4,False,True
2023-10-01,20231001,2023,4,10,October,Oct,1,2024,1,FY2024 Q1,False,True
2023-10-02,20231002,2023,4,10,October,Oct,2,2024,1,FY2024 Q1,False,True
2023-10-03,20231003,2023,4,10,October,Oct,3,2024,1,FY2024 Q1,False,True
2023-10-04,20231004,2023,4,10,October,Oct,4,2024,1,FY2024 Q1,False,True
2023-10-05,20231005,2023,4,10,October,Oct,5,2024,1,FY2024 Q1,False,True
2023-10-06,20231006,2023,4,10,October,Oct,6,2024,1,FY2024 Q1,False,True
2023-10-07,20231007,2023,4,10,October,Oct,7,2024,1,FY2024 Q1,False,True
2023-10-08,20231008,2023,4,10,October,Oct,8,2024,1,FY2024 Q1,False,True
2023-10-09,20231009,2023,4,10,October,Oct,9,2024,1,FY2024 Q1,False,True
2023-10-10,20231010,2023,4,10,October,Oct,10,2024,1,FY2024 Q1,False,True
2023-10-11,20231011,2023,4,10,October,Oct,11,2024,1,FY2024 Q1,False,True
2023-10-12,20231012,2023,4,10,October,Oct,12,2024,1,FY2024 Q1,False,True
2023-10-13,20231013,2023,4,10,October,Oct,13,2024,1,FY2024 Q1,False,True
2023-10-14,20231014,2023,4,10,October,Oct,14,2024,1,FY2024 Q1,False,True
2023-10-15,20231015,2023,4,10,October,Oct,15,2024,1,FY2024 Q1,False,True
2023-10-16,20231016,2023,4,10,October,Oct,16,2024,1,FY2024 Q1,False,True
2023-10-17,20231017,2023,4,10,October,Oct,17,2024,1,FY2024 Q1,False,True
2023-10-18,20231018,2023,4,10,October,Oct,18,2024,1,FY2024 Q1,False,True
2023-10-19,20231019,2023,4,10,October,Oct,19,2024,1,FY2024 Q1,False,True
2023-10-20,20231020,2023,4,10,October,Oct,20,2024,1,FY2024 Q1,False,True
2023-10-21,20231021,2023,4,10,October,Oct,21,2024,1,FY2024 Q1,False,True
2023-10-22,20231022,2023,4,10,October,Oct,22,2024,1,FY2024 Q1,False,True
2023-10-23,20231023,2023,4,10,October,Oct,23,2024,1,FY2024 Q1,False,True
2023-10-24,20231024,2023,4,10,October,Oct,24,2024,1,FY2024 Q1,False,True
2023-10-25,20231025,2023,4,10,October,Oct,25,2024,1,FY2024 Q1,False,True
2023-10-26,20231026,2023,4,10,October,Oct,26,2024,1,FY2024 Q1,False,True
2023-10-27,20231027,2023,4,10,October,Oct,27,2024,1,FY2024 Q1,False,True
2023-10-28,20231028,2023,4,10,October,Oct,28,2024,1,FY2024 Q1,False,True
2023-10-29,20231029,2023,4,10,October,Oct,29,2024,1,FY2024 Q1,False,True
2023-10-30,20231030,2023,4,10,October,Oct,30,2024,1,FY2024 Q1,False,True
2023-10-31,20231031,2023,4,10,October,Oct,31,2024,1,FY2024 Q1,False,True
2023-11-01,20231101,2023,4,11,November,Nov,1,2024,1,FY2024 Q1,False,True
2023-11-02,20231102,2023,4,11,November,Nov,2,2024,1,FY2024 Q1,False,True
2023-11-03,20231103,2023,4,11,November,Nov,3,2024,1,FY2024 Q1,False,True
2023-11-04,20231104,2023,4,11,November,Nov,4,2024,1,FY2024 Q1,False,True
2023-11-05,20231105,2023,4,11,November,Nov,5,2024,1,FY2024 Q1,False,True
2023-11-06,20231106,2023,4,11,November,Nov,6,2024,1,FY2024 Q1,False,True
2023-11-07,20231107,2023,4,11,November,Nov,7,2024,1,FY2024 Q1,False,True
2023-11-08,20231108,2023,4,11,November,Nov,8,2024,1,FY2024 Q1,False,True
2023-11-09,20231109,2023,4,11,November,Nov,9,2024,1,FY2024 Q1,False,True
2023-11-10,20231110,2023,4,11,November,Nov,10,2024,1,FY2024 Q1,False,True
2023-11-11,20231111,2023,4,11,November,Nov,11,2024,1,FY2024 Q1,False,True
2023-11-12,20231112,2023,4,11,November,Nov,12,2024,1,FY2024 Q1,False,True
2023-11-13,20231113,2023,4,11,November,Nov,13,2024,1,FY2024 Q1,False,True
2023-11-14,20231114,2023,4,11,November,Nov,14,2024,1,FY2024 Q1,False,True
2023-11-15,20231115,2023,4,11,November,Nov,15,2024,1,FY2024 Q1,False,True
2023-11-16,20231116,2023,4,11,November,Nov,16,2024,1,FY2024 Q1,False,True
2023-11-17,20231117,2023,4,11,November,Nov,17,2024,1,FY2024 Q1,False,True
2023-11-18,20231118,2023,4,11,November,Nov,18,2024,1,FY2024 Q1,False,True
2023-11-19,20231119,2023,4,11,November,Nov,19,2024,1,FY2024 Q1,False,True
2023-11-20,20231120,2023,4,11,November,Nov,20,2024,1,FY2024 Q1,False,True
2023-11-21,20231121,2023,4,11,November,Nov,21,2024,1,FY2024 Q1,False,True
2023-11-22,20231122,2023,4,11,November,Nov,22,2024,1,FY2024 Q1,False,True
2023-11-23,20231123,2023,4,11,November,Nov,23,2024,1,FY2024 Q1,False,True
2023-11-24,20231124,2023,4,11,November,Nov,24,2024,1,FY2024 Q1,False,True
2023-11-25,20231125,2023,4,11,November,Nov,25,2024,1,FY2024 Q1,False,True
2023-11-26,20231126,2023,4,11,November,Nov,26,2024,1,FY2024 Q1,False,True
