date,date_key,year,quarter,month,month_name,month_short,day_of_month,fiscal_year,fiscal_quarter,fiscal_period_label,is_within_next_12_months,is_past
2007-08-15,20070815,2007,3,8,August,Aug,15,2007,4,FY2007 Q4,False,True
2007-09-28,20070928,2007,3,9,September,Sep,28,2007,4,FY2007 Q4,False,True
2007-10-11,20071011,2007,4,10,October,Oct,11,2008,1,FY2008 Q1,False,True
2007-11-02,20071102,2007,4,11,November,Nov,2,2008,1,FY2008 Q1,False,True
2007-11-18,20071118,2007,4,11,November,Nov,18,2008,1,FY2008 Q1,False,True
2007-12-03,20071203,2007,4,12,December,Dec,3,2008,1,FY2008 Q1,False,True
2007-12-30,20071230,2007,4,12,December,Dec,30,2008,1,FY2008 Q1,False,True
2008-01-01,20080101,2008,1,1,January,Jan,1,2008,2,FY2008 Q2,False,True
2008-01-31,20080131,2008,1,1,January,Jan,31,2008,2,FY2008 Q2,False,True
2008-02-04,20080204,2008,1,2,February,Feb,4,2008,2,FY2008 Q2,False,True
2008-02-28,20080228,2008,1,2,February,Feb,28,2008,2,FY2008 Q2,False,True
2008-03-01,20080301,2008,1,3,March,Mar,1,2008,2,FY2008 Q2,False,True
2008-03-30,20080330,2008,1,3,March,Mar,30,2008,2,FY2008 Q2,False,True
2008-03-31,20080331,2008,1,3,March,Mar,31,2008,2,FY2008 Q2,False,True
2008-04-05,20080405,2008,2,4,April,Apr,5,2008,3,FY2008 Q3,False,True
2008-04-30,20080430,2008,2,4,April,Apr,30,2008,3,FY2008 Q3,False,True
2008-05-01,20080501,2008,2,5,May,May,1,2008,3,FY2008 Q3,False,True
2008-05-08,20080508,2008,2,5,May,May,8,2008,3,FY2008 Q3,False,True
2008-06-11,20080611,2008,2,6,June,Jun,11,2008,3,FY2008 Q3,False,True
2008-06-15,20080615,2008,2,6,June,Jun,15,2008,3,FY2008 Q3,False,True
2008-07-07,20080707,2008,3,7,July,Jul,7,2008,4,FY2008 Q4,False,True
2008-07-10,20080710,2008,3,7,July,Jul,10,2008,4,FY2008 Q4,False,True
2008-08-14,20080814,2008,3,8,August,Aug,14,2008,4,FY2008 Q4,False,True
2008-08-17,20080817,2008,3,8,August,Aug,17,2008,4,FY2008 Q4,False,True
2008-09-01,20080901,2008,3,9,September,Sep,1,2008,4,FY2008 Q4,False,True
2008-10-26,20081026,2008,4,10,October,Oct,26,2009,1,FY2009 Q1,False,True
2008-10-31,20081031,2008,4,10,October,Oct,31,2009,1,FY2009 Q1,False,True
2008-11-01,20081101,2008,4,11,November,Nov,1,2009,1,FY2009 Q1,False,True
2008-11-10,20081110,2008,4,11,November,Nov,10,2009,1,FY2009 Q1,False,True
2008-12-05,20081205,2008,4,12,December,Dec,5,2009,1,FY2009 Q1,False,True
2008-12-25,20081225,2008,4,12,December,Dec,25,2009,1,FY2009 Q1,False,True
2008-12-31,20081231,2008,4,12,December,Dec,31,2009,1,FY2009 Q1,False,True
2009-01-06,20090106,2009,1,1,January,Jan,6,2009,2,FY2009 Q2,False,True
2009-02-13,20090213,2009,1,2,February,Feb,13,2009,2,FY2009 Q2,False,True
2009-02-15,20090215,2009,1,2,February,Feb,15,2009,2,FY2009 Q2,False,True
2009-03-05,20090305,2009,1,3,March,Mar,5,2009,2,FY2009 Q2,False,True
2009-03-16,20090316,2009,1,3,March,Mar,16,2009,2,FY2009 Q2,False,True
2009-04-09,20090409,2009,2,4,April,Apr,9,2009,3,FY2009 Q3,False,True
2009-05-04,20090504,2009,2,5,May,May,4,2009,3,FY2009 Q3,False,True
2009-05-23,20090523,2009,2,5,May,May,23,2009,3,FY2009 Q3,False,True
2009-06-03,20090603,2009,2,6,June,Jun,3,2009,3,FY2009 Q3,False,True
2009-06-08,20090608,2009,2,6,June,Jun,8,2009,3,FY2009 Q3,False,True
2009-06-14,20090614,2009,2,6,June,Jun,14,2009,3,FY2009 Q3,False,True
2009-06-29,20090629,2009,2,6,June,Jun,29,2009,3,FY2009 Q3,False,True
2009-07-04,20090704,2009,3,7,July,Jul,4,2009,4,FY2009 Q4,False,True
2009-08-07,20090807,2009,3,8,August,Aug,7,2009,4,FY2009 Q4,False,True
2009-09-03,20090903,2009,3,9,September,Sep,3,2009,4,FY2009 Q4,False,True
2009-09-13,20090913,2009,3,9,September,Sep,13,2009,4,FY2009 Q4,False,True
2009-10-01,20091001,2009,4,10,October,Oct,1,2010,1,FY2010 Q1,False,True
2009-10-12,20091012,2009,4,10,October,Oct,12,2010,1,FY2010 Q1,False,True
2009-10-15,20091015,2009,4,10,October,Oct,15,2010,1,FY2010 Q1,False,True
2009-10-31,20091031,2009,4,10,October,Oct,31,2010,1,FY2010 Q1,False,True
2009-11-05,20091105,2009,4,11,November,Nov,5,2010,1,FY2010 Q1,False,True
2009-11-12,20091112,2009,4,11,November,Nov,12,2010,1,FY2010 Q1,False,True
2009-11-29,20091129,2009,4,11,November,Nov,29,2010,1,FY2010 Q1,False,True
2009-11-30,20091130,2009,4,11,November,Nov,30,2010,1,FY2010 Q1,False,True
2009-12-11,20091211,2009,4,12,December,Dec,11,2010,1,FY2010 Q1,False,True
2009-12-19,20091219,2009,4,12,December,Dec,19,2010,1,FY2010 Q1,False,True
2010-01-03,20100103,2010,1,1,January,Jan,3,2010,2,FY2010 Q2,False,True
2010-01-04,20100104,2010,1,1,January,Jan,4,2010,2,FY2010 Q2,False,True
2010-01-25,20100125,2010,1,1,January,Jan,25,2010,2,FY2010 Q2,False,True
2010-01-30,20100130,2010,1,1,January,Jan,30,2010,2,FY2010 Q2,False,True
2010-02-17,20100217,2010,1,2,February,Feb,17,2010,2,FY2010 Q2,False,True
2010-03-04,20100304,2010,1,3,March,Mar,4,2010,2,FY2010 Q2,False,True
2010-03-26,20100326,2010,1,3,March,Mar,26,2010,2,FY2010 Q2,False,True
2010-03-31,20100331,2010,1,3,March,Mar,31,2010,2,FY2010 Q2,False,True
2010-04-01,20100401,2010,2,4,April,Apr,1,2010,3,FY2010 Q3,False,True
2010-05-13,20100513,2010,2,5,May,May,13,2010,3,FY2010 Q3,False,True
2010-05-31,20100531,2010,2,5,May,May,31,2010,3,FY2010 Q3,False,True
2010-07-01,20100701,2010,3,7,July,Jul,1,2010,4,FY2010 Q4,False,True
2010-07-12,20100712,2010,3,7,July,Jul,12,2010,4,FY2010 Q4,False,True
2010-08-01,20100801,2010,3,8,August,Aug,1,2010,4,FY2010 Q4,False,True
2010-09-30,20100930,2010,3,9,September,Sep,30,2010,4,FY2010 Q4,False,True
2010-10-03,20101003,2010,4,10,October,Oct,3,2011,1,FY2011 Q1,False,True
2010-10-30,20101030,2010,4,10,October,Oct,30,2011,1,FY2011 Q1,False,True
2010-11-29,20101129,2010,4,11,November,Nov,29,2011,1,FY2011 Q1,False,True
2010-12-02,20101202,2010,4,12,December,Dec,2,2011,1,FY2011 Q1,False,True
2011-01-03,20110103,2011,1,1,January,Jan,3,2011,2,FY2011 Q2,False,True
2011-03-05,20110305,2011,1,3,March,Mar,5,2011,2,FY2011 Q2,False,True
2011-03-13,20110313,2011,1,3,March,Mar,13,2011,2,FY2011 Q2,False,True
2011-05-01,20110501,2011,2,5,May,May,1,2011,3,FY2011 Q3,False,True
2011-05-02,20110502,2011,2,5,May,May,2,2011,3,FY2011 Q3,False,True
2011-05-06,20110506,2011,2,5,May,May,6,2011,3,FY2011 Q3,False,True
2011-05-31,20110531,2011,2,5,May,May,31,2011,3,FY2011 Q3,False,True
2011-06-30,20110630,2011,2,6,June,Jun,30,2011,3,FY2011 Q3,False,True
2011-07-04,20110704,2011,3,7,July,Jul,4,2011,4,FY2011 Q4,False,True
2011-07-08,20110708,2011,3,7,July,Jul,8,2011,4,FY2011 Q4,False,True
2011-08-01,20110801,2011,3,8,August,Aug,1,2011,4,FY2011 Q4,False,True
2011-09-30,20110930,2011,3,9,September,Sep,30,2011,4,FY2011 Q4,False,True
2011-10-01,20111001,2011,4,10,October,Oct,1,2012,1,FY2012 Q1,False,True
2011-11-02,20111102,2011,4,11,November,Nov,2,2012,1,FY2012 Q1,False,True
2011-11-28,20111128,2011,4,11,November,Nov,28,2012,1,FY2012 Q1,False,True
2011-11-30,20111130,2011,4,11,November,Nov,30,2012,1,FY2012 Q1,False,True
2011-12-02,20111202,2011,4,12,December,Dec,2,2012,1,FY2012 Q1,False,True
2011-12-30,20111230,2011,4,12,December,Dec,30,2012,1,FY2012 Q1,False,True
2011-12-31,20111231,2011,4,12,December,Dec,31,2012,1,FY2012 Q1,False,True
2012-01-03,20120103,2012,1,1,January,Jan,3,2012,2,FY2012 Q2,False,True
2012-01-04,20120104,2012,1,1,January,Jan,4,2012,2,FY2012 Q2,False,True
2012-01-27,20120127,2012,1,1,January,Jan,27,2012,2,FY2012 Q2,False,True
2012-01-31,20120131,2012,1,1,January,Jan,31,2012,2,FY2012 Q2,False,True
2012-02-04,20120204,2012,1,2,February,Feb,4,2012,2,FY2012 Q2,False,True
2012-03-15,20120315,2012,1,3,March,Mar,15,2012,2,FY2012 Q2,False,True
2012-03-19,20120319,2012,1,3,March,Mar,19,2012,2,FY2012 Q2,False,True
2012-04-05,20120405,2012,2,4,April,Apr,5,2012,3,FY2012 Q3,False,True
2012-04-30,20120430,2012,2,4,April,Apr,30,2012,3,FY2012 Q3,False,True
2012-05-06,20120506,2012,2,5,May,May,6,2012,3,FY2012 Q3,False,True
2012-07-04,20120704,2012,3,7,July,Jul,4,2012,4,FY2012 Q4,False,True
2012-07-10,20120710,2012,3,7,July,Jul,10,2012,4,FY2012 Q4,False,True
2012-07-31,20120731,2012,3,7,July,Jul,31,2012,4,FY2012 Q4,False,True
2012-08-01,20120801,2012,3,8,August,Aug,1,2012,4,FY2012 Q4,False,True
2012-09-01,20120901,2012,3,9,September,Sep,1,2012,4,FY2012 Q4,False,True
2012-09-11,20120911,2012,3,9,September,Sep,11,2012,4,FY2012 Q4,False,True
2012-09-29,20120929,2012,3,9,September,Sep,29,2012,4,FY2012 Q4,False,True
2012-09-30,20120930,2012,3,9,September,Sep,30,2012,4,FY2012 Q4,False,True
2012-10-31,20121031,2012,4,10,October,Oct,31,2013,1,FY2013 Q1,False,True
2012-11-01,20121101,2012,4,11,November,Nov,1,2013,1,FY2013 Q1,False,True
2012-11-03,20121103,2012,4,11,November,Nov,3,2013,1,FY2013 Q1,False,True
2012-12-02,20121202,2012,4,12,December,Dec,2,2013,1,FY2013 Q1,False,True
2012-12-31,20121231,2012,4,12,December,Dec,31,2013,1,FY2013 Q1,False,True
2013-01-01,20130101,2013,1,1,January,Jan,1,2013,2,FY2013 Q2,False,True
2013-01-02,20130102,2013,1,1,January,Jan,2,2013,2,FY2013 Q2,False,True
2013-01-03,20130103,2013,1,1,January,Jan,3,2013,2,FY2013 Q2,False,True
2013-01-06,20130106,2013,1,1,January,Jan,6,2013,2,FY2013 Q2,False,True
2013-01-08,20130108,2013,1,1,January,Jan,8,2013,2,FY2013 Q2,False,True
2013-01-30,20130130,2013,1,1,January,Jan,30,2013,2,FY2013 Q2,False,True
2013-01-31,20130131,2013,1,1,January,Jan,31,2013,2,FY2013 Q2,False,True
2013-02-04,20130204,2013,1,2,February,Feb,4,2013,2,FY2013 Q2,False,True
2013-03-01,20130301,2013,1,3,March,Mar,1,2013,2,FY2013 Q2,False,True
2013-03-22,20130322,2013,1,3,March,Mar,22,2013,2,FY2013 Q2,False,True
2013-03-24,20130324,2013,1,3,March,Mar,24,2013,2,FY2013 Q2,False,True
2013-03-31,20130331,2013,1,3,March,Mar,31,2013,2,FY2013 Q2,False,True
2013-04-05,20130405,2013,2,4,April,Apr,5,2013,3,FY2013 Q3,False,True
2013-04-20,20130420,2013,2,4,April,Apr,20,2013,3,FY2013 Q3,False,True
2013-05-01,20130501,2013,2,5,May,May,1,2013,3,FY2013 Q3,False,True
2013-05-09,20130509,2013,2,5,May,May,9,2013,3,FY2013 Q3,False,True
2013-06-01,20130601,2013,2,6,June,Jun,1,2013,3,FY2013 Q3,False,True
2013-06-03,20130603,2013,2,6,June,Jun,3,2013,3,FY2013 Q3,False,True
2013-06-30,20130630,2013,2,6,June,Jun,30,2013,3,FY2013 Q3,False,True
2013-07-01,20130701,2013,3,7,July,Jul,1,2013,4,FY2013 Q4,False,True
2013-07-17,20130717,2013,3,7,July,Jul,17,2013,4,FY2013 Q4,False,True
2013-07-31,20130731,2013,3,7,July,Jul,31,2013,4,FY2013 Q4,False,True
2013-08-01,20130801,2013,3,8,August,Aug,1,2013,4,FY2013 Q4,False,True
2013-08-06,20130806,2013,3,8,August,Aug,6,2013,4,FY2013 Q4,False,True
2013-09-02,20130902,2013,3,9,September,Sep,2,2013,4,FY2013 Q4,False,True
2013-09-18,20130918,2013,3,9,September,Sep,18,2013,4,FY2013 Q4,False,True
2013-09-30,20130930,2013,3,9,September,Sep,30,2013,4,FY2013 Q4,False,True
2013-10-05,20131005,2013,4,10,October,Oct,5,2014,1,FY2014 Q1,False,True
2013-11-01,20131101,2013,4,11,November,Nov,1,2014,1,FY2014 Q1,False,True
2013-11-03,20131103,2013,4,11,November,Nov,3,2014,1,FY2014 Q1,False,True
2013-11-16,20131116,2013,4,11,November,Nov,16,2014,1,FY2014 Q1,False,True
2013-11-25,20131125,2013,4,11,November,Nov,25,2014,1,FY2014 Q1,False,True
2013-12-04,20131204,2013,4,12,December,Dec,4,2014,1,FY2014 Q1,False,True
2013-12-05,20131205,2013,4,12,December,Dec,5,2014,1,FY2014 Q1,False,True
2013-12-08,20131208,2013,4,12,December,Dec,8,2014,1,FY2014 Q1,False,True
2013-12-20,20131220,2013,4,12,December,Dec,20,2014,1,FY2014 Q1,False,True
2013-12-21,20131221,2013,4,12,December,Dec,21,2014,1,FY2014 Q1,False,True
2013-12-30,20131230,2013,4,12,December,Dec,30,2014,1,FY2014 Q1,False,True
2013-12-31,20131231,2013,4,12,December,Dec,31,2014,1,FY2014 Q1,False,True
2014-01-02,20140102,2014,1,1,January,Jan,2,2014,2,FY2014 Q2,False,True
2014-01-03,20140103,2014,1,1,January,Jan,3,2014,2,FY2014 Q2,False,True
2014-01-15,20140115,2014,1,1,January,Jan,15,2014,2,FY2014 Q2,False,True
2014-01-29,20140129,2014,1,1,January,Jan,29,2014,2,FY2014 Q2,False,True
2014-02-03,20140203,2014,1,2,February,Feb,3,2014,2,FY2014 Q2,False,True
2014-02-06,20140206,2014,1,2,February,Feb,6,2014,2,FY2014 Q2,False,True
2014-02-15,20140215,2014,1,2,February,Feb,15,2014,2,FY2014 Q2,False,True
2014-02-25,20140225,2014,1,2,February,Feb,25,2014,2,FY2014 Q2,False,True
2014-02-28,20140228,2014,1,2,February,Feb,28,2014,2,FY2014 Q2,False,True
2014-03-01,20140301,2014,1,3,March,Mar,1,2014,2,FY2014 Q2,False,True
2014-03-04,20140304,2014,1,3,March,Mar,4,2014,2,FY2014 Q2,False,True
2014-03-05,20140305,2014,1,3,March,Mar,5,2014,2,FY2014 Q2,False,True
2014-03-24,20140324,2014,1,3,March,Mar,24,2014,2,FY2014 Q2,False,True
2014-03-27,20140327,2014,1,3,March,Mar,27,2014,2,FY2014 Q2,False,True
2014-04-03,20140403,2014,2,4,April,Apr,3,2014,3,FY2014 Q3,False,True
2014-04-05,20140405,2014,2,4,April,Apr,5,2014,3,FY2014 Q3,False,True
2014-04-11,20140411,2014,2,4,April,Apr,11,2014,3,FY2014 Q3,False,True
2014-04-28,20140428,2014,2,4,April,Apr,28,2014,3,FY2014 Q3,False,True
2014-05-04,20140504,2014,2,5,May,May,4,2014,3,FY2014 Q3,False,True
2014-05-05,20140505,2014,2,5,May,May,5,2014,3,FY2014 Q3,False,True
2014-05-15,20140515,2014,2,5,May,May,15,2014,3,FY2014 Q3,False,True
2014-05-31,20140531,2014,2,5,May,May,31,2014,3,FY2014 Q3,False,True
2014-06-01,20140601,2014,2,6,June,Jun,1,2014,3,FY2014 Q3,False,True
2014-07-02,20140702,2014,3,7,July,Jul,2,2014,4,FY2014 Q4,False,True
2014-07-04,20140704,2014,3,7,July,Jul,4,2014,4,FY2014 Q4,False,True
2014-07-06,20140706,2014,3,7,July,Jul,6,2014,4,FY2014 Q4,False,True
2014-07-14,20140714,2014,3,7,July,Jul,14,2014,4,FY2014 Q4,False,True
2014-07-18,20140718,2014,3,7,July,Jul,18,2014,4,FY2014 Q4,False,True
2014-07-20,20140720,2014,3,7,July,Jul,20,2014,4,FY2014 Q4,False,True
2014-07-28,20140728,2014,3,7,July,Jul,28,2014,4,FY2014 Q4,False,True
2014-07-31,20140731,2014,3,7,July,Jul,31,2014,4,FY2014 Q4,False,True
2014-08-01,20140801,2014,3,8,August,Aug,1,2014,4,FY2014 Q4,False,True
2014-08-04,20140804,2014,3,8,August,Aug,4,2014,4,FY2014 Q4,False,True
2014-08-13,20140813,2014,3,8,August,Aug,13,2014,4,FY2014 Q4,False,True
2014-08-16,20140816,2014,3,8,August,Aug,16,2014,4,FY2014 Q4,False,True
2014-08-31,20140831,2014,3,8,August,Aug,31,2014,4,FY2014 Q4,False,True
2014-09-04,20140904,2014,3,9,September,Sep,4,2014,4,FY2014 Q4,False,True
2014-09-05,20140905,2014,3,9,September,Sep,5,2014,4,FY2014 Q4,False,True
2014-09-08,20140908,2014,3,9,September,Sep,8,2014,4,FY2014 Q4,False,True
2014-09-13,20140913,2014,3,9,September,Sep,13,2014,4,FY2014 Q4,False,True
2014-09-16,20140916,2014,3,9,September,Sep,16,2014,4,FY2014 Q4,False,True
2014-09-22,20140922,2014,3,9,September,Sep,22,2014,4,FY2014 Q4,False,True
2014-09-23,20140923,2014,3,9,September,Sep,23,2014,4,FY2014 Q4,False,True
2014-09-26,20140926,2014,3,9,September,Sep,26,2014,4,FY2014 Q4,False,True
2014-09-28,20140928,2014,3,9,September,Sep,28,2014,4,FY2014 Q4,False,True
2014-09-29,20140929,2014,3,9,September,Sep,29,2014,4,FY2014 Q4,False,True
2014-09-30,20140930,2014,3,9,September,Sep,30,2014,4,FY2014 Q4,False,True
2014-10-01,20141001,2014,4,10,October,Oct,1,2015,1,FY2015 Q1,False,True
2014-10-03,20141003,2014,4,10,October,Oct,3,2015,1,FY2015 Q1,False,True
2014-10-23,20141023,2014,4,10,October,Oct,23,2015,1,FY2015 Q1,False,True
2014-10-25,20141025,2014,4,10,October,Oct,25,2015,1,FY2015 Q1,False,True
2014-10-31,20141031,2014,4,10,October,Oct,31,2015,1,FY2015 Q1,False,True
2014-11-01,20141101,2014,4,11,November,Nov,1,2015,1,FY2015 Q1,False,True
2014-11-03,20141103,2014,4,11,November,Nov,3,2015,1,FY2015 Q1,False,True
2014-11-07,20141107,2014,4,11,November,Nov,7,2015,1,FY2015 Q1,False,True
2014-11-09,20141109,2014,4,11,November,Nov,9,2015,1,FY2015 Q1,False,True
2014-11-12,20141112,2014,4,11,November,Nov,12,2015,1,FY2015 Q1,False,True
2014-11-24,20141124,2014,4,11,November,Nov,24,2015,1,FY2015 Q1,False,True
2014-11-28,20141128,2014,4,11,November,Nov,28,2015,1,FY2015 Q1,False,True
2014-11-30,20141130,2014,4,11,November,Nov,30,2015,1,FY2015 Q1,False,True
2014-12-01,20141201,2014,4,12,December,Dec,1,2015,1,FY2015 Q1,False,True
2014-12-11,20141211,2014,4,12,December,Dec,11,2015,1,FY2015 Q1,False,True
2014-12-21,20141221,2014,4,12,December,Dec,21,2015,1,FY2015 Q1,False,True
2014-12-24,20141224,2014,4,12,December,Dec,24,2015,1,FY2015 Q1,False,True
2014-12-27,20141227,2014,4,12,December,Dec,27,2015,1,FY2015 Q1,False,True
2014-12-28,20141228,2014,4,12,December,Dec,28,2015,1,FY2015 Q1,False,True
2014-12-29,20141229,2014,4,12,December,Dec,29,2015,1,FY2015 Q1,False,True
2014-12-30,20141230,2014,4,12,December,Dec,30,2015,1,FY2015 Q1,False,True
2014-12-31,20141231,2014,4,12,December,Dec,31,2015,1,FY2015 Q1,False,True
2015-01-01,20150101,2015,1,1,January,Jan,1,2015,2,FY2015 Q2,False,True
2015-01-02,20150102,2015,1,1,January,Jan,2,2015,2,FY2015 Q2,False,True
2015-01-03,20150103,2015,1,1,January,Jan,3,2015,2,FY2015 Q2,False,True
2015-01-06,20150106,2015,1,1,January,Jan,6,2015,2,FY2015 Q2,False,True
2015-01-16,20150116,2015,1,1,January,Jan,16,2015,2,FY2015 Q2,False,True
2015-01-23,20150123,2015,1,1,January,Jan,23,2015,2,FY2015 Q2,False,True
2015-01-28,20150128,2015,1,1,January,Jan,28,2015,2,FY2015 Q2,False,True
2015-01-30,20150130,2015,1,1,January,Jan,30,2015,2,FY2015 Q2,False,True
2015-01-31,20150131,2015,1,1,January,Jan,31,2015,2,FY2015 Q2,False,True
2015-02-01,20150201,2015,1,2,February,Feb,1,2015,2,FY2015 Q2,False,True
2015-02-03,20150203,2015,1,2,February,Feb,3,2015,2,FY2015 Q2,False,True
2015-02-07,20150207,2015,1,2,February,Feb,7,2015,2,FY2015 Q2,False,True
2015-02-09,20150209,2015,1,2,February,Feb,9,2015,2,FY2015 Q2,False,True
2015-02-12,20150212,2015,1,2,February,Feb,12,2015,2,FY2015 Q2,False,True
2015-02-26,20150226,2015,1,2,February,Feb,26,2015,2,FY2015 Q2,False,True
2015-02-28,20150228,2015,1,2,February,Feb,28,2015,2,FY2015 Q2,False,True
2015-03-02,20150302,2015,1,3,March,Mar,2,2015,2,FY2015 Q2,False,True
2015-03-04,20150304,2015,1,3,March,Mar,4,2015,2,FY2015 Q2,False,True
2015-03-10,20150310,2015,1,3,March,Mar,10,2015,2,FY2015 Q2,False,True
2015-03-14,20150314,2015,1,3,March,Mar,14,2015,2,FY2015 Q2,False,True
2015-03-27,20150327,2015,1,3,March,Mar,27,2015,2,FY2015 Q2,False,True
2015-03-30,20150330,2015,1,3,March,Mar,30,2015,2,FY2015 Q2,False,True
2015-04-01,20150401,2015,2,4,April,Apr,1,2015,3,FY2015 Q3,False,True
2015-04-03,20150403,2015,2,4,April,Apr,3,2015,3,FY2015 Q3,False,True
2015-04-05,20150405,2015,2,4,April,Apr,5,2015,3,FY2015 Q3,False,True
2015-04-06,20150406,2015,2,4,April,Apr,6,2015,3,FY2015 Q3,False,True
2015-04-10,20150410,2015,2,4,April,Apr,10,2015,3,FY2015 Q3,False,True
2015-04-15,20150415,2015,2,4,April,Apr,15,2015,3,FY2015 Q3,False,True
2015-04-20,20150420,2015,2,4,April,Apr,20,2015,3,FY2015 Q3,False,True
2015-05-01,20150501,2015,2,5,May,May,1,2015,3,FY2015 Q3,False,True
2015-05-13,20150513,2015,2,5,May,May,13,2015,3,FY2015 Q3,False,True
2015-05-18,20150518,2015,2,5,May,May,18,2015,3,FY2015 Q3,False,True
2015-05-21,20150521,2015,2,5,May,May,21,2015,3,FY2015 Q3,False,True
2015-05-22,20150522,2015,2,5,May,May,22,2015,3,FY2015 Q3,False,True
2015-05-23,20150523,2015,2,5,May,May,23,2015,3,FY2015 Q3,False,True
2015-05-27,20150527,2015,2,5,May,May,27,2015,3,FY2015 Q3,False,True
2015-06-01,20150601,2015,2,6,June,Jun,1,2015,3,FY2015 Q3,False,True
2015-06-02,20150602,2015,2,6,June,Jun,2,2015,3,FY2015 Q3,False,True
2015-06-03,20150603,2015,2,6,June,Jun,3,2015,3,FY2015 Q3,False,True
2015-06-05,20150605,2015,2,6,June,Jun,5,2015,3,FY2015 Q3,False,True
2015-06-07,20150607,2015,2,6,June,Jun,7,2015,3,FY2015 Q3,False,True
2015-06-16,20150616,2015,2,6,June,Jun,16,2015,3,FY2015 Q3,False,True
2015-06-18,20150618,2015,2,6,June,Jun,18,2015,3,FY2015 Q3,False,True
